uri,fullName,firstName,lastName,image,memberCode,houses,houseCodes,parties,constituencies,representTypes,committees
https://data.oireachtas.ie/ie/oireachtas/member/id/Robert-Troy.D.2011-03-09,Robert Troy,Robert,Troy,False,Robert-Troy.D.2011-03-09,34th Dáil,dail,Fianna Fáil,Longford-Westmeath,constituency,
https://data.oireachtas.ie/ie/oireachtas/member/id/Pauline-Tully.D.2020-02-08,Pauline Tully,Pauline,Tully,False,Pauline-Tully.D.2020-02-08,27th Seanad,seanad,Sinn Féin,Cultural and Educational Panel,panel,
https://data.oireachtas.ie/ie/oireachtas/member/id/Peadar-Tóibín.D.2011-03-09,Peadar Tóibín,Peadar,Tóibín,False,Peadar-Tóibín.D.2011-03-09,34th Dáil,dail,Aontú,Meath West,constituency,
https://data.oireachtas.ie/ie/oireachtas/member/id/Mark-Wall.S.2020-03-30,Mark Wall,Mark,Wall,False,Mark-Wall.S.2020-03-30,34th Dáil,dail,Labour Party,Kildare South,constituency,
https://data.oireachtas.ie/ie/oireachtas/member/id/Barry-Ward.S.2020-03-30,Barry Ward,Barry,Ward,False,Barry-Ward.S.2020-03-30,34th Dáil,dail,Fine Gael,Dún Laoghaire,constituency,
https://data.oireachtas.ie/ie/oireachtas/member/id/Charles-Ward.D.2024-11-29,Charles Ward,Charles,Ward,False,Charles-Ward.D.2024-11-29,34th Dáil,dail,100% RDR,Donegal,constituency,
https://data.oireachtas.ie/ie/oireachtas/member/id/Mark-Ward.D.2019-11-29,Mark Ward,Mark,Ward,False,Mark-Ward.D.2019-11-29,34th Dáil,dail,Sinn Féin,Dublin Mid-West,constituency,
https://data.oireachtas.ie/ie/oireachtas/member/id/Jennifer-Whitmore.D.2020-02-08,Jennifer Whitmore,Jennifer,Whitmore,False,Jennifer-Whitmore.D.2020-02-08,34th Dáil,dail,Social Democrats,Wicklow,constituency,
https://data.oireachtas.ie/ie/oireachtas/member/id/Diarmuid-Wilson.S.2002-09-12,Diarmuid Wilson,Diarmuid,Wilson,False,Diarmuid-Wilson.S.2002-09-12,27th Seanad,seanad,Fianna Fáil,Administrative Panel,panel,
https://data.oireachtas.ie/ie/oireachtas/member/id/Eoin-Ó-Broin.D.2016-10-03,Eoin Ó Broin,Eoin,Ó Broin,False,Eoin-Ó-Broin.D.2016-10-03,34th Dáil,dail,Sinn Féin,Dublin Mid-West,constituency,
https://data.oireachtas.ie/ie/oireachtas/member/id/Naoise-Ó-Cearúil.D.2024-11-29,Naoise Ó Cearúil,Naoise,Ó Cearúil,False,Naoise-Ó-Cearúil.D.2024-11-29,34th Dáil,dail,Fianna Fáil,Kildare North,constituency,
https://data.oireachtas.ie/ie/oireachtas/member/id/Seán-Ó-Fearghaíl.S.2000-06-09,Seán Ó Fearghaíl,Seán,Ó Fearghaíl,False,Seán-Ó-Fearghaíl.S.2000-06-09,34th Dáil,dail,Fianna Fáil,Kildare South,constituency,
https://data.oireachtas.ie/ie/oireachtas/member/id/Donnchadh-Ó-Laoghaire.D.2016-10-03,Donnchadh Ó Laoghaire,Donnchadh,Ó Laoghaire,False,Donnchadh-Ó-Laoghaire.D.2016-10-03,34th Dáil,dail,Sinn Féin,Cork South-Central,constituency,
https://data.oireachtas.ie/ie/oireachtas/member/id/Naoise-Ó-Muirí.D.2024-11-29,Naoise Ó Muirí,Naoise,Ó Muirí,False,Naoise-Ó-Muirí.D.2024-11-29,34th Dáil,dail,Fine Gael,Dublin Bay North,constituency,
https://data.oireachtas.ie/ie/oireachtas/member/id/Ruairí-Ó-Murchú.D.2020-02-08,Ruairí Ó Murchú,Ruairí,Ó Murchú,False,Ruairí-Ó-Murchú.D.2020-02-08,34th Dáil,dail,Sinn Féin,Louth,constituency,
https://data.oireachtas.ie/ie/oireachtas/member/id/Aengus-Ó-Snodaigh.D.2002-06-06,Aengus Ó Snodaigh,Aengus,Ó Snodaigh,False,Aengus-Ó-Snodaigh.D.2002-06-06,34th Dáil,dail,Sinn Féin,Dublin South-Central,constituency,
https://data.oireachtas.ie/ie/oireachtas/member/id/Fionntán-Ó-Súilleabháin.D.2024-11-29,Fionntán Ó Súilleabháin,Fionntán,Ó Súilleabháin,False,Fionntán-Ó-Súilleabháin.D.2024-11-29,34th Dáil,dail,Sinn Féin,Wicklow-Wexford,constituency,
